CODIGO_MESA|DESCRIPCION|CODIGO_PAIS|NOMBRE_PAIS|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|CODIGO_PROVINCIA|NOMBRE_PROVINCIA|CODIGO_SECCION|NOMBRE_MUNICIPIO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|CODIGO_RECINTO|NOMBRE_RECINTO|NUMERO_MESA|INSCRITOS_HABILITADOS|UNIDOS POR TARIJA|MAS-IPSP|VOTO_VALIDO|VOTO_BLANCO|VOTO_NULO|VOTO_EMITIDO|VOTO_VALIDO_SISTEMA|VOTO_EMITIDO_SISTEMA
6015567|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1982|Tarairi|7|U.E. Teniente Victor Zeballos Claros|1|220|44|144|188|1|3|192|188|192
6015577|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1982|Tarairi|7|U.E. Teniente Victor Zeballos Claros|2|194|49|106|155|1|4|160|155|160
6015587|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1983|Tiguipa|8|U.E. Rebeca Aguirre|1|220|71|84|155|2|1|158|155|158
6015597|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1983|Tiguipa|8|U.E. Rebeca Aguirre|2|220|73|82|155|0|10|165|155|165
6015607|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1983|Tiguipa|8|U.E. Rebeca Aguirre|3|220|68|86|154|2|5|161|154|161
6015617|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1983|Tiguipa|8|U.E. Rebeca Aguirre|4|220|64|93|157|3|4|164|157|164
6015627|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1983|Tiguipa|8|U.E. Rebeca Aguirre|5|27|13|8|21|0|1|22|21|22
6015637|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1984|Capirenda|9|U.E. Capirenda|1|44|22|1|23|0|0|23|23|23
6015647|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1985|Taringuiti|10|Sede Social de La Comunidad|1|53|19|12|31|0|0|31|31|31
6015657|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1986|Ibibobo|11|U.E. Ibibobo|1|220|16|31|47|0|1|48|47|48
6015667|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1986|Ibibobo|11|U.E. Ibibobo|2|220|28|30|58|1|1|60|58|60
6015677|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1986|Ibibobo|11|U.E. Ibibobo|3|179|17|30|47|0|0|47|47|47
6015687|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|1987|Cutaiqui|12|U.E. Central Cutaiqui|1|79|16|50|66|0|0|66|66|66
6015697|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|2879|Palmar Grande|26484|U.E. 15 de Abril|1|220|52|101|153|1|11|165|153|165
6015707|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|2879|Palmar Grande|26484|U.E. 15 de Abril|2|220|62|90|152|0|24|176|152|176
6015717|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|2879|Palmar Grande|26484|U.E. 15 de Abril|3|48|12|25|37|0|2|39|37|39
6015727|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3166|La Victoria|2|U.E. San Isidro La Victoria|1|78|24|22|46|0|2|48|46|48
6015737|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3198|Resistencia|2|U.E. Resistencia|1|192|13|143|156|0|3|159|156|159
6015747|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3336|El Toro|1|U.E. Chaco Boreal|1|21|2|7|9|0|0|9|9|9
6015757|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3337|Ipa|1|U.E. Antonio Jose De Sucre|1|239|83|125|208|0|2|210|208|210
6015767|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3360|Esmeralda|1|U.E. La Esmeralda|1|39|10|18|28|0|2|30|28|30
6015777|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3509|Samayguate|25528|U.E. Samaiguate|1|60|11|35|46|0|1|47|46|47
6015787|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3510|Algarrobal|2|U.E. Algarrobal|1|185|46|94|140|1|4|145|140|145
6015797|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3511|La Central|2|U.E. Aguaragüe|1|218|57|23|80|0|2|82|80|82
6015807|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3511|La Central|2|U.E. Aguaragüe|2|23|13|4|17|0|0|17|17|17
6015817|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3731|Puesto Garcia|1|U.E. 27 de Mayo|1|220|72|107|179|1|7|187|179|187
6015827|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3731|Puesto Garcia|1|U.E. 27 de Mayo|2|87|27|41|68|0|6|74|68|74
6015837|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3732|Nueva Esperanza|1|U.E. Nueva Esperanza|1|70|20|36|56|0|1|57|56|57
6015847|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3753|Chimeo|1|U.E. Chimeo|1|220|58|98|156|3|27|186|156|186
6015857|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3753|Chimeo|1|U.E. Chimeo|2|117|20|66|86|0|6|92|86|92
6015867|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3754|Ibopeiti|1|U.E. Ibopeiti|1|216|47|130|177|3|4|184|177|184
6015877|GOBERNADOR(A)|32|Bolivia|6|Tarija|3|Gran Chaco|3|Villa Montes|3754|Ibopeiti|1|U.E. Ibopeiti|2|132|38|62|100|2|2|104|100|104
6015887|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1925|Concepción (Uriondo)|2|Col. Delfin Pino Ichazu|1|219|108|76|184|2|5|191|184|191
6015897|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1925|Concepción (Uriondo)|2|Col. Delfin Pino Ichazu|2|220|100|82|182|0|11|193|182|193
6015907|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1925|Concepción (Uriondo)|2|Col. Delfin Pino Ichazu|3|220|100|79|179|1|10|190|179|190
6015917|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1925|Concepción (Uriondo)|2|Col. Delfin Pino Ichazu|4|219|104|82|186|0|3|189|186|189
6015927|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1925|Concepción (Uriondo)|2|Col. Delfin Pino Ichazu|5|220|105|75|180|0|6|186|180|186
6015937|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1925|Concepción (Uriondo)|2|Col. Delfin Pino Ichazu|6|220|111|76|187|1|8|196|187|196
6015947|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1925|Concepción (Uriondo)|2|Col. Delfin Pino Ichazu|7|220|101|74|175|0|12|187|175|187
6015957|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1925|Concepción (Uriondo)|2|Col. Delfin Pino Ichazu|8|220|104|67|171|1|8|180|171|180
6015967|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1925|Concepción (Uriondo)|2|Col. Delfin Pino Ichazu|9|220|108|72|180|2|6|188|180|188
6015977|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1925|Concepción (Uriondo)|2|Col. Delfin Pino Ichazu|10|219|114|63|177|4|5|186|177|186
6015987|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1925|Concepción (Uriondo)|2|Col. Delfin Pino Ichazu|11|219|108|74|182|1|10|193|182|193
6015997|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1925|Concepción (Uriondo)|2|Col. Delfin Pino Ichazu|12|152|60|54|114|1|20|135|114|135
6016007|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1926|Rujero|3|Esc. Nicolas Gareca|1|163|73|60|133|4|3|140|133|140
6016017|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1927|Ancon Chico|5|U.E. Ancon Chico|1|220|97|97|194|0|1|195|194|195
6016027|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1927|Ancon Chico|5|U.E. Ancon Chico|2|213|81|104|185|2|5|192|185|192
6016037|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1928|La Choza|6|U.E. La Choza|1|220|72|111|183|4|9|196|183|196
6016047|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1928|La Choza|6|U.E. La Choza|2|220|96|100|196|0|7|203|196|203
6016057|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1928|La Choza|6|U.E. La Choza|3|220|100|87|187|1|7|195|187|195
6016067|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1928|La Choza|6|U.E. La Choza|4|120|42|61|103|1|1|105|103|105
6016077|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1929|Laderas Centro|7|U.E. Virgen De Laderas|1|105|31|54|85|0|8|93|85|93
6016087|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1930|Calamuchita|8|U.E. Rosario Jaramillo|1|220|89|102|191|0|9|200|191|200
6016097|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1930|Calamuchita|8|U.E. Rosario Jaramillo|2|220|71|113|184|0|6|190|184|190
6016107|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1930|Calamuchita|8|U.E. Rosario Jaramillo|3|220|71|126|197|0|3|200|197|200
6016117|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1930|Calamuchita|8|U.E. Rosario Jaramillo|4|219|85|97|182|0|7|189|182|189
6016127|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1930|Calamuchita|8|U.E. Rosario Jaramillo|5|220|78|102|180|2|12|194|180|194
6016137|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1930|Calamuchita|8|U.E. Rosario Jaramillo|6|220|67|110|177|3|9|189|177|189
6016147|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1930|Calamuchita|8|U.E. Rosario Jaramillo|7|220|107|90|197|1|4|202|197|202
6016157|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1930|Calamuchita|8|U.E. Rosario Jaramillo|8|220|98|90|188|6|5|199|188|199
6016167|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1930|Calamuchita|8|U.E. Rosario Jaramillo|9|169|83|61|144|1|9|154|144|154
6016177|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1931|Colon Sud|9|U.E. Nuevo Amanecer|1|220|99|85|184|1|11|196|184|196
6016187|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1931|Colon Sud|9|U.E. Nuevo Amanecer|2|220|77|96|173|1|8|182|173|182
6016197|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1931|Colon Sud|9|U.E. Nuevo Amanecer|3|220|75|97|172|2|10|184|172|184
6016207|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1931|Colon Sud|9|U.E. Nuevo Amanecer|4|220|100|82|182|2|4|188|182|188
6016217|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1931|Colon Sud|9|U.E. Nuevo Amanecer|5|220|98|83|181|1|6|188|181|188
6016227|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1931|Colon Sud|9|U.E. Nuevo Amanecer|6|50|26|19|45|1|1|47|45|47
6016237|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1932|Chocloca|10|U.E. Aniceto Arce|1|220|88|88|176|1|9|186|176|186
6016247|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1932|Chocloca|10|U.E. Aniceto Arce|2|220|76|106|182|1|11|194|182|194
6016257|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1932|Chocloca|10|U.E. Aniceto Arce|3|220|79|97|176|1|8|185|176|185
6016267|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1932|Chocloca|10|U.E. Aniceto Arce|4|220|84|95|179|1|10|190|179|190
6016277|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1932|Chocloca|10|U.E. Aniceto Arce|5|220|84|92|176|2|5|183|176|183
6016287|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1932|Chocloca|10|U.E. Aniceto Arce|6|150|74|58|132|1|3|136|132|136
6016297|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1933|Juntas|11|Esc. Felipe Araoz|1|220|82|72|154|1|11|166|154|166
6016307|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1933|Juntas|11|Esc. Felipe Araoz|2|141|42|54|96|2|4|102|96|102
6016317|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1934|Alizos|12|Esc. Walter Madalleno|1|220|56|88|144|0|11|155|144|155
6016327|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1934|Alizos|12|Esc. Walter Madalleno|2|72|19|31|50|0|2|52|50|52
6016337|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1935|Miscas Caldera|13|U.E. 15 de Octubre|1|220|63|90|153|1|5|159|153|159
6016347|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1935|Miscas Caldera|13|U.E. 15 de Octubre|2|220|49|95|144|0|6|150|144|150
6016357|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|1935|Miscas Caldera|13|U.E. 15 de Octubre|3|67|20|19|39|1|3|43|39|43
6016367|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|2684|La Compañia|4|U.E. La Compañia|1|220|104|87|191|1|2|194|191|194
6016377|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|2684|La Compañia|4|U.E. La Compañia|2|225|90|106|196|1|5|202|196|202
6016387|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|3272|San José de Charajas|1|U.E. 19 de Marzo|1|220|83|93|176|1|11|188|176|188
6016397|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|3272|San José de Charajas|1|U.E. 19 de Marzo|2|70|35|21|56|0|1|57|56|57
6016407|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|3338|Mulli Cancha|1|Esc. Mulli Cancha 27 De Mayo|1|96|47|28|75|1|7|83|75|83
6016417|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|3339|Ancon Grande|1|U.E. Ancon Grande|1|158|80|47|127|3|6|136|127|136
6016427|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|4206|La Ventolera|25704|U.E. Armando Gutierrez|1|219|63|119|182|0|10|192|182|192
6016437|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|4206|La Ventolera|25704|U.E. Armando Gutierrez|2|220|77|115|192|5|11|208|192|208
6016447|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|1|Uriondo (Concepción)|4206|La Ventolera|25704|U.E. Armando Gutierrez|3|128|34|66|100|3|9|112|100|112
6016457|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1936|Yunchara|2|Col. 6 de Abril|1|220|68|100|168|1|5|174|168|174
6016467|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1936|Yunchara|2|Col. 6 de Abril|2|89|29|40|69|0|1|70|69|70
6016477|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1937|Buena Vista|3|U.E. Felix Ramos|1|77|13|41|54|0|0|54|54|54
6016487|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1938|Tojo|4|U.E. Narciso Campero|1|185|37|99|136|1|2|139|136|139
6016497|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1939|San José de Churquis|5|U.E. San Jose de Churquis|1|88|28|35|63|0|5|68|63|68
6016507|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1940|Atacama|6|U.E. 15 de Abril|1|85|10|53|63|0|0|63|63|63
6016517|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1941|San Pedro|7|U.E. Saturnino Urzagaste|1|140|24|99|123|0|2|125|123|125
6016527|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1942|Arteza|8|U.E. Hugo Amable Hoyos|1|55|4|34|38|1|4|43|38|43
6016537|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1943|Belén|9|U.E. Jose Maria Aviles|1|134|7|91|98|1|6|105|98|105
6016547|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1944|San Luis de Palqui|10|U.E.  25 de Mayo|1|220|37|129|166|1|10|177|166|177
6016557|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1944|San Luis de Palqui|10|U.E.  25 de Mayo|2|27|3|18|21|0|2|23|21|23
6016567|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1945|Ñoquera|11|U.E. Ñoquera|1|191|98|52|150|0|8|158|150|158
6016577|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1946|Copacabana|12|U.E. Jose Ballivian|1|220|77|75|152|0|16|168|152|168
6016587|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1946|Copacabana|12|U.E. Jose Ballivian|2|85|28|37|65|0|3|68|65|68
6016597|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1947|Pasajes|13|U.E. Pasajes|1|220|58|96|154|3|10|167|154|167
6016607|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1947|Pasajes|13|U.E. Pasajes|2|86|23|40|63|0|1|64|63|64
6016617|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|1948|Quebrada Honda|14|U.E. Quebrada Honda|1|150|33|78|111|1|4|116|111|116
6016627|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|3512|Chorcoya Avilés|2|U.E. Chorcoya Aviles|1|160|66|63|129|1|4|134|129|134
6016637|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|3513|Huayllajara|2|U.E. 13 de Abril|1|191|33|122|155|0|8|163|155|163
6016647|GOBERNADOR(A)|32|Bolivia|6|Tarija|4|Avilés|2|Yunchará|4021|Yuticancha|25348|U.E. Yuticancha|1|120|32|64|96|0|6|102|96|102
6016657|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|1|218|114|57|171|1|11|183|171|183
6016667|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|2|220|103|73|176|1|9|186|176|186
6016677|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|3|220|96|80|176|2|9|187|176|187
6016687|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|4|218|88|77|165|2|7|174|165|174
6016697|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|5|220|91|69|160|1|6|167|160|167
6016707|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|6|220|100|68|168|2|2|172|168|172
6016717|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|7|220|100|58|158|0|12|170|158|170
6016727|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|8|220|100|73|173|0|4|177|173|177
6016737|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|9|219|95|74|169|0|4|173|169|173
6016747|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|10|220|92|77|169|2|6|177|169|177
6016757|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|11|219|115|53|168|3|12|183|168|183
6016767|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|12|219|86|57|143|0|9|152|143|152
6016777|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|13|220|93|77|170|1|14|185|170|185
6016787|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|14|220|84|65|149|2|12|163|149|163
6016797|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1990|San Lorenzo|2|U.E. Eustaquio Mendez|15|129|69|40|109|1|2|112|109|112
6016807|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1991|Tarija Cancha|3|U.E. Tarija Cancha Sud|1|220|91|85|176|1|10|187|176|187
6016817|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1991|Tarija Cancha|3|U.E. Tarija Cancha Sud|2|220|76|99|175|4|8|187|175|187
6016827|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1991|Tarija Cancha|3|U.E. Tarija Cancha Sud|3|220|98|77|175|2|4|181|175|181
6016837|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1991|Tarija Cancha|3|U.E. Tarija Cancha Sud|4|170|63|67|130|3|8|141|130|141
6016847|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1992|Lajas Merced|4|U.E. Nestor Paz Zamora|1|220|97|76|173|3|8|184|173|184
6016857|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1992|Lajas Merced|4|U.E. Nestor Paz Zamora|2|220|65|103|168|6|11|185|168|185
6016867|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1992|Lajas Merced|4|U.E. Nestor Paz Zamora|3|219|59|108|167|0|12|179|167|179
6016877|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1992|Lajas Merced|4|U.E. Nestor Paz Zamora|4|227|75|100|175|3|9|187|175|187
6016887|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1993|La Victoria|5|U.E. Simon Bolivar|1|219|124|64|188|2|7|197|188|197
6016897|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1993|La Victoria|5|U.E. Simon Bolivar|2|218|99|79|178|0|8|186|178|186
6016907|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1993|La Victoria|5|U.E. Simon Bolivar|3|218|115|62|177|0|18|195|177|195
6016917|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1993|La Victoria|5|U.E. Simon Bolivar|4|220|109|77|186|3|8|197|186|197
6016927|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1993|La Victoria|5|U.E. Simon Bolivar|5|219|124|57|181|3|14|198|181|198
6016937|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1993|La Victoria|5|U.E. Simon Bolivar|6|63|32|25|57|0|4|61|57|61
6016947|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1994|Coimata|6|U.E. Juan Misael Saracho|1|220|99|93|192|0|11|203|192|203
6016957|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1994|Coimata|6|U.E. Juan Misael Saracho|2|220|98|94|192|1|5|198|192|198
6016967|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1994|Coimata|6|U.E. Juan Misael Saracho|3|140|56|65|121|1|5|127|121|127
6016977|GOBERNADOR(A)|32|Bolivia|6|Tarija|5|Méndez|1|San Lorenzo|1995|Erquis|7|U.E. 15 de Abril Erquis|1|220|98|83|181|0|11|192|181|192
